date,star,text
2022-10-09,5,선물로 보냈는데 맛있다네요
2022-09-24,5,니모메보단 감귤맛이 더 나네요 깊은맛은 아니고 가볍고 마실수 있는술이에요
2022-10-08,4,숙취도 없고 깔끔해요
2022-09-16,5,선물받아 마셔보고 재구매했어요
2022-09-08,5,늘 애용하는 제품입니다 맛있어요
2022-09-15,5,배송빠르고 잘받았습니다
2022-09-09,5,안먹어봤지만 너무기대돼요
2022-09-27,4,기대되네요맛날듯해요
2022-08-31,5,새콤하니 맛있어서 구매해봤어용
2022-08-23,5,요것은 오묘한 매력있네요ㅋㅋㅋ은근 생각나는ㅋㅋㅋ
2022-08-17,5,일단 마셔보고 생각해볼께요 한군데서 이것저것 살 수 잇어서 좋네여
2022-08-25,4,병이 귀엽우어요 고기랑 술 먹을 때 딱이겟어요요오
2022-08-12,5,귤향이 바로 탁 올라오면서 맛있네요 가볍게 한잔 하기 좋은 술이에요
2022-08-23,5,주문하고 바로 다음날 받았어요
2022-09-13,5,배송빠르고 좋아요 ㅋㅋ
2022-06-12,5,술마켓에서 종류별로 여러개 주문했는데요병이 깨지지는 않을까하는 걱정이 있었는데 박스를 열어보는 순간 기우에 불과하다는 걸 알았습니다꼼꼼하고 안전한 포장 배송 감사드립니다구입한 술 모두 만족스럽습니다좋은 사람들에게 선물도 하고 함께 맛있게 잘 마시겠습니다그리고 우리나라 전통주가 더욱 많은 사랑을 받았으면 좋겠습니다감사합니다 더욱 번창하세요 이 글을 보고 계신 모든 분들도 하시는 일 모두 술 술 잘 풀리길 기원합니다
2022-06-27,5,포장 엄청 꼼꼼하게 해주셔서 다음에도 주문한다면 여기에서 주문하고 싶습니당ㅎㅎ 잘 마셨습니다 병이 예뻐서 고이 모시고 있습니다 감사합니다
2022-08-07,5,아직 안 마셨지만 기대가 됩니다
2022-07-20,5,집들이용으로 구매 아직 먹어보진 못했어요ㅎㅎ 또 사러 올게요
2022-08-08,5,아주맛있었어요 제주의 맛
2022-07-21,5,맛있고 알콜향이 많이 안나요
2022-07-22,5,많이 달지않고 상큼하니 식전주로 좋습니다
2022-07-20,5,맛있게 잘먹었습니다
2022-07-16,5,빠르고안전하게배송되었어요
2022-07-26,5,간만에 들려봤는데 신상품이 나왔네요 맛보려고 구입했습니다
2022-07-31,5,감자술 너무 고소하고 맛있어요
2022-06-28,5,선물용으로 구매했는데 아주 잘 마셨다고하네요 맛있다구 합니다 ㅎㅎ
2022-07-05,5,빠른배송에 잘 도착했네요
2022-07-05,5,파손없이 잘 왔습니다
2022-06-29,5,항상시켜요 좋아요 ㅎㅎ
2022-07-04,5,부드럽고 아주 맛있습니다 ㅎ 집에서 사케 먹는 느낌적인 느낌
2022-06-09,5,시킨것중 제일 낫습니다 다음에 또 구매 예정입니다감사합니다
2022-06-22,5,포장이 잘 되어 왔습니다
2022-06-19,5,음료수같음 맛 짱맛
2022-06-01,5,구매하고 다음날 바로 받을 수 있어서 좋아요
2022-06-24,5,선물했는데 좋아하네요
2022-05-18,5,약간 청하 맛이느껴지네용 생각보다 귤향은 적은데 그래도 맛잇어요적당히 취기와 ㅎㅎ
2022-06-05,5,술 잘받았습니당ㅎㅎ
2022-06-13,5,도수가 낮아서 가볍게 마시기 좋아요
2022-05-19,5,포장깔끔 배송빠름 응대 친절 잘먹겠습니당 ㅎㅎ
2022-06-05,5,여러종류사서 그날그날 기분따라 먹어요자주 애용하겠습니다
2022-05-12,5,아 이거 산술중에서 제일 맛있었어요 향도 좋고 그렇게 세지도 않고 추천드려요
2022-05-20,5,선물로 보냈는데문제없이 잘 도착했고 좋아하셨어요 
2022-06-07,5,여자들이 좋아하네요
2022-05-15,5,향이 좋지만 도수가 쎄서 술맛은 좀 나요 
2022-06-02,4,조금 비싼듯하지만 부드럽고 좋아요
2022-05-19,5,배송 짱꼼꼼하고 술도 맛있어요 제주에서는 햄버거랑 먹었고 이번에는 배송받아서 전골 끓여서 같이 먹었는데 전골이 더 잘어울리는 것 같아요 ㅎㅎ
2022-04-29,5,혼디주 비싸긴한데 맛있어요 저는 니모메 오메기술보다 이게 더 맛있네요 니모메보다 더 상큼합니다
2022-05-28,5,거의 주스처럼 마셨어요 ㅋㅋㅋ 가볍게 먹기 좋네요
2022-05-31,5,제 입맛에 맞는 술이에요
2022-04-20,5,첨엔 술맛안나는데 햇지만 먹다보니 역시 술은 술이구나ㅋㅋ여행가서 마시려고 삿는데 배송 딱 맞춰와서 넘 좋앗어요
2022-05-12,5,알콜향 안나고 깔끔한데 취해요 ㅎㅎㅎ 니모메보다 조금더 단 향이 나는 감귤소주라 좋아요ㅎ
2022-05-17,5,선물했어요 맛있게 마셨다고 합니다
2022-05-31,5,맛잇어요
2022-05-10,5,맛있어요
2022-03-29,5,포장이 안전하게 잘 되어서 왔어요 다음엔 남은 공간이 아깝지 않게 더 많이 주문해야겠습니다혼디주는 12도이지만 거의 술같이 느껴지지 않네용 과일향으로 시작해서 끝은 술 느낌입니다
2022-03-28,5,막걸리소주토닉워터까지 다양하게 시켰는데 배송도 빠르고 포장도 너무 잘되있어요 시킨거 모두 맛있어서 재주문 할려구요 ㅎㅎ 감사합니다
2022-05-09,5,선물로 보낸거예요 패키지도 귀엽고 맛도 좋다고 하십니다
2022-05-19,5,생각보다달지 않습니다
2022-04-08,5,니모메보다 좀더 깔끔한 증류주 맛이에요 향이 좋음
2022-04-06,5,귤향이 좋고 토닉워터에도 좋아요
2022-04-23,5,친구 선물로 샀는데 엄청 좋아해요 ㅎㅎ 뿌듯합니다
2022-04-28,5,잘 받고 맛있게 먹었습니다
2022-04-12,5,아직 먹어보진 못했어요 인터넷으로 구매할수있어서 좋아요
2022-04-22,4,맛있다고 먹다가 큰일날거같아요 ㅋㅋ
2022-03-06,5,배송은 보통 속도로 왔고 포장은 잘 되서 왔어요 행사를 하는 막걸리 구매하면서 다른 막걸리와 술도 구매해 봤어요 행사하던 막걸리는 먹어 보니 맛있었어요 다른것도 맛 있을 듯 요
2022-04-08,4,호랑이로 받고싶엇는ㄷㅔ 그게아쉬웟지만 첨마시는데 넘 맛있엇어용ㅎㅎ
2022-04-20,5,선물용으로 좋아요 ㅎㅎ
2022-04-11,5,맛있습니다 과실주라고 적혀있습니다
2022-03-25,5,또 한번 선물용으로 찾았습니다
2022-04-02,5,친구 선물로 보냈어요너무 달지않아 오히려 좋았다고 합니다
2022-03-18,5,시트러스가 강하진 않고 술맛이랑 조화로워요
2022-03-10,5,친절하시고 가격도착하고 배송도빠르고 꼼꼼해요
2022-03-15,5,너무맛있어서 깜놀 부드럽고 맛있더라구요
2022-03-16,5,감사합니다 번창하세요
2022-03-13,5,선물용으로도 최고입니다
2022-03-13,5,과일주 같이 맛있습니당
2022-02-27,5,평소에 먹던 과일소주들은 정말 별로였네요 깔끔해서 잘 먹었습니다
2022-03-28,5,술마켓 자주 이용합니다 만족
2022-03-24,5,여러가지 전통주 시켜볼수있어서 좋아요
2022-02-26,5,빠른배송 완벽한 포장으로 잘 왔어요 감사합니다
2022-02-16,5,인터넷으로 술을 살수있는지 처음 알앟어요 꼼꼼히 포장되어왔고 맛도 좋았습니다 감사해요
2022-03-06,5,혼디주 기대되요 ㅎㅎ
2022-02-19,5,다양한 술을 한번에 구매할 수 있어 좋아요
2022-02-21,5,와인같다그래서 기대중이에요 맛있음 또 살게여맛없음 한달 후 리뷰에 남길거
2022-03-10,5,좋아요 가격대비 만족합니다
2022-03-16,5,배송빠르고 제품도 만족합니다
2022-02-26,4,시간이 지나고 목어서 그런가 약간 숙성된 맛이었어요 근데 생각한거만큼 음요처럼 맛있게 먹을 느낌은 아니에요
2022-03-01,5,맛잇어요옹 ㅎㅎ히히
2022-03-11,4,청주맛이 강하며 생각보다 과일의 맛과 향이 부족합니다
2022-02-15,5,맛있고 선물용으로도 너무 좋아요
2022-03-16,5,가볍게 마실 수 있는 술이에요
2022-03-30,5,빠른배송 감사합니다 감사합니다 
2022-02-19,5,집들이용으로 샀습니다 기대됩니다
2022-02-15,5,선물용으로 구매했는데 반응이 좋아요
2022-03-08,4,생각보다 시트러스 향이 덜나는거같아요잘마셨습니다
2022-02-19,5,이 술은 처음 구매해 보았는데 맛있겠지요
2022-03-13,4,부드럽고 드라이한 와인 느낌
2022-03-10,5,맛잇어요소주느낌은아닌듯
2022-02-19,4,처음 구매해봤어영맛이 어떨지 궁금 ㅎㅎ
2022-02-18,4,빠르게 배송이 와서 좋네요
2022-03-08,5,배송이 아주 꼼꼼하게 왔습니다
2022-03-05,5,배송도 빠르고 술도 맛있고 좋아유
2022-03-05,5,잘 받았습니다 감사합니다
2022-02-03,5,마켓에서 여러 종류 사서 먹어봤어요깔끔하니 맛나네요재구매 갑니다
2022-03-01,5,진짜 부드러운 맛입니다 어른들이 좋아하셨어요
2022-02-12,5,친구한테 선물했습니다
2022-02-21,3,약간유자맛 나는화이트 와인같은 맛많이 달지도 않고그냥 약간 닝닝한그래도 맛나요
2022-02-03,4,호랑이 그려진 새해 에디션이 안 오고 일반 라벨로 와서 아쉽네요 아직 먹어보지는 않았지만 생각했던 거보다 포장이 깔끔하고 안전하게 돼있어서 만족스러웠습니다
2022-01-30,4,예상했던 맛이고 맛이 괜찮긴 하지만 가격대비 좋다고 하긴 어려운 느낌이네요
2022-02-16,5,유명해서 주문해봤어요 선물로 산거라 맛을 못봤는데 맛있다고 하네요
2022-01-27,5,와우기다렸어요뛰는놈위에 노는놈 보다가 지역술 구입한건데 맛있게 먹을게요
2022-02-03,5,많이 안달고 향이 좋아요
2022-01-23,5,맛이  달달하면서 맛있네요   생각보다는 귤맛은 아닌거 같아요 
2022-01-29,5,니모메랑 비슷한맛일줄 알았는데 이게 더 달아서 맛있어요 ㅋ
2022-01-30,5,부담없이 가볍게 마시는 샴페인과 같은 맛나는 술 음료
2022-01-27,5,만족합니다색 그리고 포장도 너무 마음에듭니다
2022-02-04,5,꺄지지않고 잘왔어용
2022-02-13,5,단맛이 적고 생각보다는 알콜향이 쎄요 그치만 상큼하고 도수가 쎄지 않아서 가볍게 즐기기 좋았습니다
2022-02-16,5,다른 술들과 함께 여러병을 사서 아직 안먹어봤는데 기대되네요
2022-02-18,3,요번꺼는 더 시큼하게 온거 같아용
2022-01-18,5,말해 뭐 함 혼디주는 걍 전통주 레전드 별로 안 달고 새콤하고 맛있음 뭐든 어울림
2022-01-22,5,맛도 좋고 배송도 빠르고 아주 굿입니다
2022-01-24,5,상큼하고 제일 좋았어요
2021-12-29,5,애주가인 친구 생일이라무슨 선물을 주면 좋을지 계속 고민하다가술마켓에서 다양한 종류의 술을 구매해서보내줬는데 센스 있다는 소리 들었자나용술마켓 감사합니당
2022-01-14,5,제주도에서 혼자 먹고 맛있어서 서울에서 시켜서 잘 먹었어요
2022-01-07,5,병이 정말 이쁘네요 맛도 좋을 것 같고 와이프가 더 좋아할 것 같네요
2021-12-01,5,캠핑을 즐겨 다니는 사람인데요최근에 술마켓에서 전통주들을 골라서 사먹는데 재미가 들려서 여러제품들 구매해봤어요혼디주는 감귤 발효주로 달콤 쌉쌀한 맛이 아주 일품이더라구요 마냥 달지만은 않고 주정의 맛도 충분히 느낄 수 있어서 만족스러웠습니다 ㅎㅎ음식은 너무 자극적이지 않은 마른안주나 고기류와 곁들이면 아주 잘어울릴 것 같아요 추천드립니다 ㅎㅎ
2022-01-17,5,전통주 마실수록 너무 매력적인거 같습니다다음에 어떤걸 마셔볼까 늘 행복한 고민을 하네요감사합니다
2021-12-25,5,알콜도수가 생각보다 낮지 않아서 놀랐는데 맛잇어요 약간 청하느낌도 있는것같아요
2022-01-28,5,포장 잘 되어서 왔고 술도 아주 맛있었습니다
2022-01-02,5,두번째 주문해서 연말에 또 마셨네요ㅎㅎ다들 맛잇다고 햇습니다
2022-01-11,5,지난 추석때 선물로 받고 반해서 종종 구매하는 제품이에요 향긋한 정종 느낌이라 혼술로 기분내기 딱 좋아요
2022-01-20,5,맛있어요 다음에 또 구매할 예정
2022-01-26,5,디자인이 귀엽게 바뀌었네요
2022-01-28,5,많이 쓰지않고 마시기 적당합니다 굳
2022-01-03,5,배송도 빠르고 맛있어요
2021-12-06,5,과일소주 이런거 그닥 안 좋아하는데 이건 은은하게 감도는 감귤향이 좋네요주문한 술 중 가장 가벼웠던거 같아요가볍게 마시는 와인처럼 그런 용도로 먹음 좋을거 같아요마실 때 같이 먹는 안주와 함께 사진 찍어서 후기 올릴려고 지금껏 안썼는데 마실 때는 완전 잊고 홀짝홀짝 마셔버렸네요
2022-01-21,5,저는 괜찮았는데 같이 먹은 친구 입에는 안맞았대요
2022-01-22,3,정종을 별로 좋아하지 않는데 약간 그런맛이네요
2022-01-01,5,좋은 제품 저렴하게 잘 구매했습니다
2021-12-22,5,크리스마스에 먹으려고 아직 안먹었지만 포장 꼼꼼하고 배송 빨라서 좋아여
2022-01-19,5,배송 빠르고 안전하게 받았습니다
2021-12-15,5,혹시 독일의 사과와인 드셔보셨나요완전 비슷해요 10년만에 한국의 아펠바인을 발견했네요 맛있어요
2022-01-03,4,음 뭔가 감귤이 함유되었다고 하는데 감귤보다는 뭔가 청하느낌이 났네요 그런데 맛은 괜찮았습니다
2021-12-22,4,아직 먹어보진 않았는데 주말에 먹어볼게요 ㅋ 기대되네요
2022-01-15,5,맛도좋고 자주시킬것같아요
2022-01-05,5,친구 선물로 줬는데 좋아했어요 만족합니다
2022-01-11,5,귤향이 향기롭게 맴도는 맛있는 맛이라고 하네요
2022-01-10,5,좋아요좋아요좋아요좋아요
2021-12-24,5,너무좋아요
2021-12-18,5,달지않고 맛있어요 한병더시킬걸 후회되요
2022-01-13,4,맛있는데 좀 많이 단편이에요
2022-01-13,5,겁나 맛있게 잘 먹었습니당
2021-12-07,5,지인 선물로 구입했는데 좋아해서 다행이에요 ㅋㅋ포장도 잘 되어 오네요
2022-01-07,5,맛있어요다음에 또 살게요
2021-12-20,5,아직 먹어보지는 않았지만 맛있을것같아요
2021-12-20,5,가볍고 상큼하게 맛있네요
2021-12-17,5,술마켓에서 먹는술들다 넘 마싯고좋아용
2022-01-07,5,배송이 꼼꼼합니다
2021-12-13,3,뭐 그냥 한번 맛보기에는 저당한듯 합니다
2022-01-08,5,포장 불량이 있었어요
2021-12-04,5,제주 감귤로 만든 술이다 보니 특유의 씨트러스함과 맛이 조화롭고 부드러워서 좋았어요  
2021-12-02,5,배송은 완벽하게 왔어요종종 구입중인데 만족합니다
2021-12-29,5,맛있는데 제 취향은 아니었어요
2022-01-10,5,잘먹을게요
2022-01-02,5,감귤이라 너무 좋아요
2021-12-06,5,토닉워터랑 섞어먹으니까 맛있었어요
2021-12-08,4,목넘김도 괜찮고 맛있어요
2021-12-13,3,후기 좋아서 사봤어요 저는 너무 너무 너무 달아요 ㅠㅠ단 술 싫어하시는 분들은 안좋아하실듯 적당히 단맛이 아니라 심하게 달아요
2021-12-06,4,상큼하고 과일 맥주 좋아하면 구세
2021-12-21,5,너무 맛있어서 재구매 의사있습니다
2021-12-22,5,배송빠르고 만족합니다
2021-12-01,5,제주도에서 먹어보고 직접 구매했습니다
2021-12-15,5,맛있어서 넘 좋아요
2021-12-17,5,포장상태도 좋고 맛도 좋습니다
2021-11-17,5,13병사서 아직 모두를 먹어보진 못했는데 평가를 하래요ㅠ 당연히 맛있겟죠
2021-11-15,5,혼디주 워낙 유명해서 구매했습니다 맛있으면 또 재구매 할게요
2021-11-21,5,저번에 구매후 맛보고 온가족이 반해 또 구매합니다
2021-11-16,5,배달도 빠르고 포장도 꼼꼼하고 부드럽고 맛 있어요
2021-12-14,5,상큼하고 정말 맛있어요
2021-12-16,5,매번 이용중 나이스
2021-12-04,5,맛 좋아요 만족합니다
2021-11-21,5,맛이 긍금해서 구매햌ㅅ어요
2021-11-22,5,너무 맛있어요 여러병 살걸 그랬어요 ㅠㅠ 담에 또 사러 올게요
2021-10-26,5,입맛 다시며 한동안 관상용으로 둘듯ㅠ신랑 2차 접종 2주뒤쯤 부어라 마셔라 기대 중입니다ㅎ
2021-11-01,5,향이 좋고 맛있어서 술 잘 못하는 사람들도 맛있게 잘 먹었습니다
2021-10-20,5,다른곳에서 맛보고 맛있어서 주문했어요근데 그때보다 귤향이 덜하고 술맛이 강하게 느껴지는건 기분탓이겠죠 맛있게 먹겠습니다
2021-12-06,5,상큼해요 먹기좋음ㅎㅎ
2021-11-15,5,진짜 맛있어요 상 받았다더니 그럴만 하더라구요 같이 먹은 친구들도 다 맛있다고 하더라구요
2021-11-10,5,진짜 기다리던술고마워요
2021-11-05,5,너무 맛있어요  샴페인 느낌
2021-10-27,5,포장도 너무 안전하게 왔고 밤막걸리 너무 맛있어요종류대로 마셔볼 생각에 설렙니다
2021-11-07,5,다음주 여행갈때 먹으려고 사봤어요
2021-11-26,5,먹을 날을 기대하고 있습니다
2021-11-16,5,약간 신 쪽에 더 가까운 맛이에요 제 입맛에 맛있다고는 표현 못 하겠지만 그냥 과일주가 제 취향에 안 맞을 뿐인 걸로
2021-10-24,5,향이 정말 좋았구요 도수가 높은데도 참 맛있네요
2021-11-23,5,귤주는 역시 마시기 편하고 좋네요
2021-10-24,4,동일한 구매입니다 마셔보고 만족하여 선물용으로 구매했어요
2021-11-04,5,아직 맛보진 않았는데 기대됩니다
2021-10-21,4,선물로 줬는데 엄청 만족하네요 재구매합니다
2021-11-06,5,복분자주가 정말 맛있어요다 먹으면 또 구매할거에요
2021-11-12,5,맛있습니당 또 주문할거에요
2021-10-30,5,아직 안목오봣지먼 기대 돱니다
2021-11-15,5,진짜 먹어 본 술 중에 제일 맛있어요
2021-11-20,1,달지않고 드라이했다면
2021-11-06,4,너무나 다양한 술이 좋아요 포장만 좀 더 잘되면 좋겠네요
2021-10-17,5,와우 우와좋은 사람들과 함께하는 시간 최고의 맛 최고의 분위기를 만들어 주네요
2021-11-12,5,향긋하고 좋아요 기분좋아지는술맛
2021-10-19,5,좋아요ㅎㅎ여러종류시킬수있어요
2021-11-15,5,부드럽고 좋은 제품
2021-10-28,5,제주도에서 사먹어보고 맛있어서 주문했어용가격도 착하고 배송빨라요 
2021-11-08,5,깨지지않게 꼼꼼하게 잘포장되어 배달 왔어요
2021-10-14,5,귤맛나고 맛있어요 재구매할려구요
2021-11-10,5,맛있어서 재주문했어요
2021-10-03,5,배송도 빠르고 꼼꼼히 보내주셨어요 나중에 다 마셔보고 추가로 리뷰 써야겠어요
2021-11-04,5,배송도 빠르고  안전하게왔어요
2021-10-05,4,백스피릿에서 전통주 칵테일 보고 혼디주 주문했어요 맛이 궁금했거든요 먹을만하네요
2021-10-08,5,제주도에서 맛있게 먹고 구매했습니다 엄청 고민하다가 2병 시킨건데 넘 금방 먹어버렸어요  향이 은은하게 느껴지고 끝맛이 깔끔해서 먹기 편하고 좋아요
2021-10-02,5,상큼해서 식전주로 마시면 입맛 당길것같아요 아님 달달한 디저트랑 마셔도 좋을것같아요
2021-10-02,5,맛있어요 알콜에 약하신분도 거부감 없이 잘 드시더라구요
2021-10-31,5,생각보다 평범한 맛이에요
2021-10-27,4,포장잘되서오네요 많이파세요
2021-10-17,5,술을 잘 먹진 못하지만 혼디주는 부드럽고 은은하게 귤향이 나서 먹기가 더 좋아요ㅋㅋ
2021-10-06,5,빠른 배송 감사합니다
2021-11-05,5,맛있어요 
2021-10-18,3,놀러가서 먹을려고 시켰어요  맛이 기대 됩니당
2021-09-21,5,청주나 사케랑 비슷한데 약간 더 달고 산미가 잇어요귤느낌은 잘 안 납니다
2021-10-02,5,아직 시음 전인데 귤향이 너무 기대되네요
2021-09-09,5,처음에는 청주처럼 깔끔한 맛이 나는 듯 했는데머다보니 새콤한 맛이 나서 좋더라고요제주에서 연구한 우리 술이 이렇게 맛있네요잘 먹겠습니다
2021-09-30,5,제주도에서 먹고 반해서 주문했어요
2021-10-02,5,제주갔다오면서 동문시장에서 사려다가 안그래도 짐 많은데 너무 무거워서ㅠㅠ인터넷 찾아봤는데 바로 있길래ㅋㅋㅋ인터넷주문했습니당 ㅋㅋㅋ 꿀
2021-10-12,4,배송도 빠르고 맛있어서 좋습니다
2021-10-10,5,아주 맛이좋아요 다음에도
2021-10-16,5,맛잇어용 귤향이 은근히나면서 ㅎㅎ
2021-08-07,5,전통주가 생각날때 종종 이용하는 곳이에요 입에 맞는 술도 찾아서 늘 찾는것만 찾다가 이번에 만월이랑 려는 처음 시켜봤는데 아직 마셔보진 못했네요 항상 배송을 너무 꼼꼼하게 해주셔서 너무 좋아요 근데 제가 주문할때 똑바로 못보고 려를 70ML 미니어쳐로 주문을 넣었는데 375ML가 와서 이게 사장님께서 그냥 챙겨주신건지 긴가민가 해서 술을 따지는 않았거든요 사장님께서 잘못 보내신거라면 추가 금액을 입금하고 싶은데 혹시 확인하시면 답변 부탁드리겠습니다
2021-10-13,5,맛있을거 같아서 시켜봅니다
2021-10-13,5,맛있고 좋아요
2021-10-12,5,맛이 좋았습니다ㅎㅎ
2021-09-04,5,제주도술이라 기대했는데 맛은 있었으나 취향은 아니더라구여 목넘김 깔끔합니다
2021-10-08,4,백스피릿보고주문해봤어요
2021-08-30,5,아직 마시기 전이지만 기대 많이 되네요 새로운 술 하나씩 마시는 재미가 있어요
2021-09-13,5,총 7개 한번에 시켰고 급하게 주문한감이 없지않아 있어서 도착 걱정했는데 배송도 빠르고 꼼꼼하게 포장해주셔서 좋은시간 보낼수 있었습니다
2021-08-17,5,병도 이쁘고 이름도 이뻐서 주문했어요감귤향은 거의 안나는거 같고 목넘김부드럽네요등갈비하고 같이 마셨답니다
2021-09-27,5,배송도 빠르고 맛있네요
2021-09-03,4,티비서 보고구매햇는데 생각했던맛은 아니지만 맛있어요
2021-09-05,5,독특한 술이라서 구매해봤어요마셔보고 맛있으면 재구매할게요
2021-09-21,5,전 소주향이 별로 안나는 술을 좋아하는데 이 술은 귤향이 맴돌고 살짝 달짝지근해서 좋았어요
2021-09-13,4,우선 병이 예뿌공제주술이고 병색을 보고 상큼할것같지만약간 강쇠술이랑 비슷한것같은 아닌것같은 비슷한 그래도 괜춘했어용
2021-08-31,5,좋아하는술인데 온라인에서도 구매할수있어서 좋아요
2021-08-22,4,알콜 도수가 강하지 않아서 가볍게 마시기 좋아요알쓰여도 이건 너무맛있게 마셨답니다
2021-08-25,5,아직 안먹어봤는데 배송빨라요 생각보다 커요
2021-09-06,5,우도주막보다가 맛이 궁금해서 시켜봤어요
2021-09-27,5,첫맛은 뭐지 싶지만 뒷맛이 매우 향이 잘올라옴
2021-09-27,5,제가 좋아하는 혼디주 입니다
2021-08-28,3,귤맛이  많이 느껴지진  않네요한번 먹어 볼만 한거  같아요
2021-09-06,5,감귤향이 나지만 달지않고 독하지않으면서 꽤 맛이 괜찮더라구요가격이 좀 비싸서 자주 마시진 못하겠지만 재구매하려구용
2021-08-29,5,아직 시음 전이지만 맛있을거 같은 느낌ㅋ 배송은 만족
2021-09-01,5,오마나세상에아침부터 기분이좋네오
2021-08-18,5,하루만에배송왔고 꼼꼼하게 깨진거없이이쁘게 싸여와써요 막걸리는 아이스팩넣고포장해주셔서 시원하게왔어요술성공
2021-08-26,5,배송빠르고 화이트와인처럼 부드럽고 맛있습니다
2021-08-06,5,제주도 여행에서 처음 만난 그 맛을 잊지 못해 주문했네요 여러군데 찾아봐도 3만원 넘어 무료배송해주는데는 여기가 유일하네요 둘러보니 다른  전통주들도 많고 여러가지 배달해 먹고 싶네요
2021-09-01,5,감귤향 안 난다는 리뷰가 많아서 기대 안 하고 마셨는데 은은하게 납니다 술이 새콤해서 맛있었어요
2021-08-20,5,기대한 것보다 맛있었어요ㅋ
2021-09-07,5,은은하지만 귤향도 좀 나고 맛있었어요
2021-08-13,5,배송도 너무 꼼꼼하게 보내주시구 아직 마셔보지는 못했었요
2021-08-14,5,처음에 귤향이 살짝 나는데 뒷맛은 술맛이 세게 나네요 같이 먹는 사람은 맛있다더라고요
2021-08-03,5,너무 맛있어보이고 궁금해서 샀어용 아직 먹어보지 못한게 아쉬워요ㅠㅠ 얼른 먹어보고 한달후기에 쓸게요
2021-09-02,4,제주 전통주는 처음이었는데 제 입엔 딱 맛있고 좋았습니다
2021-08-28,5,너무 맛잇어요 최고입니다ㅎㅎ만족합니다
2021-09-06,5,와인 같은 느낌이에요
2021-08-10,5,잘먹을게요 감사합니다
2021-08-09,5,가벼운 바디감이랑 잘 어울리는 향이네요
2021-08-28,5,하이볼처럼 마셨는데 맛있어요
2021-07-25,5,귤향도 나면서 정종느낌도 나더라고요 많이파세요
2021-08-23,5,배송이 빠르고 맛있어요
2021-08-22,5,선물로 드렸는데 좋아하시네요
2021-07-31,5,빠른 배송 잘 받았습니다
2021-07-16,5,조만간 친구와 먹으려고 구매했어요맛이 어떨지 너무 궁금하네요
2021-06-29,5,다 맛있어보여서 고르고 골라 일단 10종류 주문했어요깨진거 없이 다 무사히 도착했어요얼른 맛보고 싶네요맛있길 바라며얼른 마시고 또 주문할게요
